,Sentence_id,Text,Target,Category,Polarity
385,1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",rolls,FOOD#QUALITY,negative
386,1308557:2,I definitely wouldn't go back.,NULL,RESTAURANT#GENERAL,negative
387,1310217:1,Their pad penang is delicious and everything else is fantastic.,pad penang,FOOD#QUALITY,positive
388,1310217:1,Their pad penang is delicious and everything else is fantastic.,NULL,FOOD#QUALITY,positive
389,1310217:2,The price is reasonable although the service is poor.,NULL,RESTAURANT#PRICES,positive
390,1310217:2,The price is reasonable although the service is poor.,service,SERVICE#GENERAL,negative
391,1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,fresh restaurant,RESTAURANT#GENERAL,positive
392,1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,food,FOOD#QUALITY,positive
393,1318537:1,"great for a romantic evening, or a fun evening with friends...",NULL,AMBIENCE#GENERAL,positive
394,1318537:1,"great for a romantic evening, or a fun evening with friends...",NULL,RESTAURANT#MISCELLANEOUS,positive
395,1318537:2,I will be going back very soon.,NULL,RESTAURANT#GENERAL,positive
396,1318537:3,keep up the good work.,NULL,RESTAURANT#GENERAL,positive
397,1318537:4,Hats off to the chef.,chef,FOOD#QUALITY,positive
398,1328078:2,It was wonderful.,NULL,RESTAURANT#GENERAL,positive
399,1328078:3,"the salads are delicious, both refreshing and very spicy.",salads,FOOD#QUALITY,positive
400,1328078:4,We had Pam's special fried fish and it was amazing.,Pam's special fried fish,FOOD#QUALITY,positive
401,1328078:5,too large for just two people but nothing was left.,NULL,FOOD#STYLE_OPTIONS,negative
402,1328078:5,too large for just two people but nothing was left.,NULL,FOOD#QUALITY,positive
403,1335154:1,"Great vibe, lots of people.",vibe,AMBIENCE#GENERAL,positive
404,1335154:3,"My husbands was perfect, my was well done and dry.",NULL,FOOD#QUALITY,positive
405,1335154:3,"My husbands was perfect, my was well done and dry.",NULL,FOOD#QUALITY,negative
406,1335154:4,"I didn't complain, I liked the atmosphere so much.",atmosphere,AMBIENCE#GENERAL,positive
407,1335656:1,On a hot day it was fabulous to stop in and enjoy lunch.,NULL,RESTAURANT#GENERAL,positive
408,1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",Ambience,AMBIENCE#GENERAL,positive
409,1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",NULL,RESTAURANT#MISCELLANEOUS,positive
410,1335656:3,Salads were fantastic.,Salads,FOOD#QUALITY,positive
411,1335656:4,Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,FOOD#QUALITY,positive
412,1335656:5,Ingredients are organic which is a real plus for me.,Ingredients,FOOD#QUALITY,positive
413,1335656:6,We will be back.,NULL,RESTAURANT#GENERAL,positive
414,1338124:0,"This is some really good, inexpensive sushi.",sushi,FOOD#QUALITY,positive
415,1338124:0,"This is some really good, inexpensive sushi.",sushi,FOOD#PRICES,positive
416,1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,spicy Tuna roll,FOOD#STYLE_OPTIONS,positive
417,1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,spicy Tuna roll,FOOD#QUALITY,positive
418,1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,spicy Tuna roll,FOOD#PRICES,positive
419,1338124:3,The Yellowtail was particularly good as well.,Yellowtail,FOOD#QUALITY,positive
420,1338124:4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",all you can eat deal,FOOD#STYLE_OPTIONS,negative
421,1338124:4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",all you can eat deal,FOOD#PRICES,negative
422,1338124:5,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",place,RESTAURANT#GENERAL,positive
423,1340075:0,Big Wong gets big Ups for a fine establishment.,Big Wong,RESTAURANT#GENERAL,positive
424,1340075:1,"They have it all -- great price, food, and service.",NULL,RESTAURANT#GENERAL,positive
425,1340075:1,"They have it all -- great price, food, and service.",NULL,RESTAURANT#PRICES,positive
426,1340075:1,"They have it all -- great price, food, and service.",food,FOOD#QUALITY,positive
427,1340075:1,"They have it all -- great price, food, and service.",service,SERVICE#GENERAL,positive
428,1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere,AMBIENCE#GENERAL,negative
429,1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,waiters,SERVICE#GENERAL,positive
430,1340075:3,The food is prepared quickly and efficiently.,NULL,SERVICE#GENERAL,positive
431,1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",NULL,FOOD#PRICES,positive
432,1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",congee,FOOD#PRICES,positive
433,1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,FOOD#PRICES,positive
434,1340075:4,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",rice dishes,FOOD#PRICES,positive
435,1340075:5,The takeout is great too since they give high quality tupperware as well.,takeout,SERVICE#GENERAL,positive
436,1340075:6,This place is always very crowded and popular.,place,RESTAURANT#MISCELLANEOUS,positive
437,1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,Caesar Salad,FOOD#QUALITY,positive
438,1341354:1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,arugula and goat cheese,FOOD#QUALITY,positive
439,1341354:2,We both opted for a pasta dish and they were served timely and fresh.,NULL,SERVICE#GENERAL,positive
440,1341354:2,We both opted for a pasta dish and they were served timely and fresh.,pasta dish,FOOD#QUALITY,positive
441,1341354:3,"We concluded with tiramisu chocolate cake, both were delicious.",tiramisu chocolate cake,FOOD#QUALITY,positive
442,1341354:4,We'd go back again,NULL,RESTAURANT#GENERAL,positive
443,1347423:0,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,restaurant,RESTAURANT#GENERAL,positive
444,1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,SERVICE#GENERAL,positive
445,1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",food,FOOD#QUALITY,positive
446,1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,AMBIENCE#GENERAL,positive
447,1347423:2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager,SERVICE#GENERAL,positive
448,1347423:3,"Yes, the prices are high, but I felt it was worth it.",NULL,RESTAURANT#PRICES,negative
449,1347423:3,"Yes, the prices are high, but I felt it was worth it.",NULL,RESTAURANT#GENERAL,positive
450,1347423:4,We all felt it was worth it.,NULL,RESTAURANT#GENERAL,positive
451,1349391:0,sometimes i get good food and ok service.,food,FOOD#QUALITY,positive
452,1349391:0,sometimes i get good food and ok service.,service,SERVICE#GENERAL,neutral
453,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,FOOD#QUALITY,negative
454,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,SERVICE#GENERAL,negative
455,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,SERVICE#GENERAL,negative
456,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",good,FOOD#QUALITY,positive
457,1349391:2,it is not consistent.,NULL,RESTAURANT#GENERAL,negative
458,1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,dishes,FOOD#STYLE_OPTIONS,positive
459,1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,wine,DRINKS#STYLE_OPTIONS,positive
460,1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,NULL,SERVICE#GENERAL,positive
461,1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,atmosphere,AMBIENCE#GENERAL,positive
462,1352948:1,And where does Patis go wrong; no where.,Patis,RESTAURANT#GENERAL,positive
463,1352948:2,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",NULL,FOOD#STYLE_OPTIONS,positive
464,1352948:2,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",NULL,FOOD#QUALITY,positive
465,1352948:3,And evaluated on those terms Pastis is simply wonderful.,Pastis,RESTAURANT#GENERAL,positive
466,1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza,FOOD#QUALITY,positive
467,1353599:0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,place,AMBIENCE#GENERAL,positive
468,1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,raddichio,FOOD#QUALITY,negative
469,1353599:1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,NULL,FOOD#QUALITY,positive
470,1353599:2,My friend got the mushroom pizza which tasted better.,mushroom pizza,FOOD#QUALITY,positive
471,1353599:3,The sangria was pretty tasty and good on a hot muggy day.,sangria,DRINKS#QUALITY,positive
472,1353599:4,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,place,RESTAURANT#MISCELLANEOUS,neutral
473,1353599:5,Overall I would recommend it and go back again.,NULL,RESTAURANT#GENERAL,positive
474,1357554:0,I started out with a Bombay beer which was big enough for two.,Bombay beer,DRINKS#STYLE_OPTIONS,positive
475,1357554:2,MMmmm... it was delicious.,NULL,FOOD#QUALITY,positive
476,1357554:3,"Service was slow, but the people were friendly.",Service,SERVICE#GENERAL,negative
477,1357554:3,"Service was slow, but the people were friendly.",people,SERVICE#GENERAL,positive
478,1357554:4,It's a nice place to relax and have conversation.,place,AMBIENCE#GENERAL,positive
479,1357554:5,I can't wait to go back.,NULL,RESTAURANT#GENERAL,positive
480,1367358:1,The food is authentic Italian - delicious!,food,FOOD#QUALITY,positive
481,1367358:2,"Pizza is terrific, as is homemade pasta.",Pizza,FOOD#QUALITY,positive
482,1367358:2,"Pizza is terrific, as is homemade pasta.",homemade pasta,FOOD#QUALITY,positive
483,1367358:3,"Ambience is delightful, service impeccable.",Ambience,AMBIENCE#GENERAL,positive
484,1367358:3,"Ambience is delightful, service impeccable.",service,SERVICE#GENERAL,positive
485,1380450:0,I'm still mad that i had to pay for lousy food.,food,FOOD#QUALITY,negative
486,1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak,FOOD#QUALITY,negative
487,1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,tuna,FOOD#QUALITY,negative
488,1380450:2,Service was also horrible and the ambience is not that great.,Service,SERVICE#GENERAL,negative
489,1380450:2,Service was also horrible and the ambience is not that great.,ambience,AMBIENCE#GENERAL,negative
490,1380450:3,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,NULL,RESTAURANT#MISCELLANEOUS,negative
491,1387314:0,I go and eat out at many different restaurants and this is one place you have go and try.,place,RESTAURANT#GENERAL,positive
492,1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,food,FOOD#QUALITY,positive
493,1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,service,SERVICE#GENERAL,positive
494,1387314:2,The filet mignon dish was superb!,filet mignon dish,FOOD#QUALITY,positive
495,1387314:3,I would defiantly come back here again as one of my top choices.,NULL,RESTAURANT#GENERAL,positive
496,1387314:4,It's a small cute restaurant.,restaurant,RESTAURANT#GENERAL,positive
497,1390357:0,I absolutely love this place!!!,place,RESTAURANT#GENERAL,positive
498,1390357:2,"I like the ambience, it's very dark and original.",ambience,AMBIENCE#GENERAL,positive
499,1390357:4,The sushi is amazing!!!,sushi,FOOD#QUALITY,positive
500,1390357:5,And amazingly cheap.,NULL,FOOD#PRICES,positive
501,1390357:6,Big thumbs up!,NULL,RESTAURANT#GENERAL,positive
502,1394712:0,Very affordable and excellent ambient!,ambient,AMBIENCE#GENERAL,positive
503,1394712:0,Very affordable and excellent ambient!,NULL,RESTAURANT#PRICES,positive
504,1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef and noodle soup dishes,FOOD#QUALITY,negative
505,1394712:2,We were very disappointed.,NULL,FOOD#QUALITY,negative
506,1394712:3,We won't go to this place again for a good meal.,meal,FOOD#QUALITY,negative
507,1394712:4,"However, I think this place is a good hang out spot.",place,AMBIENCE#GENERAL,positive
508,1395421:0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,place,RESTAURANT#GENERAL,positive
509,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza,FOOD#QUALITY,positive
510,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,wine,DRINKS#QUALITY,positive
511,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service,SERVICE#GENERAL,positive
512,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,backyard dining area,AMBIENCE#GENERAL,positive
513,1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,outdoor restaurants,AMBIENCE#GENERAL,positive
514,1395421:3,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",NULL,RESTAURANT#MISCELLANEOUS,positive
515,1395421:4,Check this place out!,place,RESTAURANT#GENERAL,positive
516,1395421:5,HIGHLY RECOMMENDED!!!!!,NULL,RESTAURANT#GENERAL,positive
517,1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,AMBIENCE#GENERAL,negative
518,1398844:1,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",NULL,AMBIENCE#GENERAL,negative
519,1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",tables,AMBIENCE#GENERAL,negative
520,1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",menu,FOOD#STYLE_OPTIONS,neutral
521,1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",wine list,DRINKS#PRICES,negative
522,1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,DRINKS#QUALITY,negative
523,1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,DRINKS#PRICES,negative
524,1398844:4,Service is not what one would expect from a joint in this price category.,Service,SERVICE#GENERAL,negative
525,1398844:5,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc....",NULL,SERVICE#GENERAL,negative
526,1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,service,SERVICE#GENERAL,negative
527,1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food,FOOD#QUALITY,positive
528,1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Teodora,RESTAURANT#GENERAL,negative
529,1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,meals,FOOD#QUALITY,negative
530,1404042:1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,rosemary or orange flavoring,FOOD#QUALITY,negative
531,1404042:2,Fish was overdone.,Fish,FOOD#QUALITY,negative
532,1404042:3,"Cute place, nice wait staff but would never go there again.",wait staff,SERVICE#GENERAL,positive
533,1404042:3,"Cute place, nice wait staff but would never go there again.",place,AMBIENCE#GENERAL,positive
534,1404042:3,"Cute place, nice wait staff but would never go there again.",place,RESTAURANT#GENERAL,negative
535,1404042:4,Someone else recommended the dessert - we also left that.,dessert,FOOD#QUALITY,negative
536,1404042:5,One of us actually liked the expresso - that's it.,expresso,DRINKS#QUALITY,positive
537,1404042:6,"Skip this restaurant, it's a big disappointment.",restaurant,RESTAURANT#GENERAL,negative
538,1410878:0,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,Myagi,RESTAURANT#GENERAL,positive
539,1410878:1,I've never had bad service and the fish is fresh and delicious.,service,SERVICE#GENERAL,positive
540,1410878:1,I've never had bad service and the fish is fresh and delicious.,fish,FOOD#QUALITY,positive
541,1410878:2,Their tuna tartar appetizer is to die for.,tuna tartar appetizer,FOOD#QUALITY,positive
542,1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza,FOOD#QUALITY,positive
543,1413697:1,It is simply amazing.,NULL,FOOD#QUALITY,positive
544,1413697:2,The place is so cool and the service is prompt and curtious.,service,SERVICE#GENERAL,positive
545,1413697:2,The place is so cool and the service is prompt and curtious.,place,AMBIENCE#GENERAL,positive
546,1413697:3,I highly recommend to anyone to give this place a try.,place,RESTAURANT#GENERAL,positive
547,1413697:4,You will find yourself returning quite often.,NULL,RESTAURANT#GENERAL,positive
548,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,FOOD#QUALITY,positive
549,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,service,SERVICE#GENERAL,positive
550,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,atmosphere,AMBIENCE#GENERAL,positive
551,1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,FOOD#QUALITY,positive
552,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,AMBIENCE#GENERAL,positive
553,1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,SERVICE#GENERAL,positive
554,1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,SERVICE#GENERAL,positive
555,1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal,FOOD#QUALITY,positive
556,1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",restaurant,AMBIENCE#GENERAL,positive
557,1417496:5,Beautiful experience.,NULL,RESTAURANT#GENERAL,positive
558,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,view,LOCATION#GENERAL,positive
559,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,service,SERVICE#GENERAL,positive
560,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,ambiance,AMBIENCE#GENERAL,positive
561,1430994:1,The staff offers impeccable service.,staff,SERVICE#GENERAL,positive
562,1430994:2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque,FOOD#QUALITY,positive
563,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,New England Chowder,FOOD#QUALITY,positive
564,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,Lobster Bisque,FOOD#QUALITY,positive
565,1430994:5,It was divine melts in your mouth.,NULL,FOOD#QUALITY,positive
566,1430994:6,My boyfriend had Prime Rib it was good .,Prime Rib,FOOD#QUALITY,positive
567,1430994:7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough.,bottles of Korbett,DRINKS#STYLE_OPTIONS,positive
568,1430994:9,It's cuz it's so good you need to taste it!!!,NULL,FOOD#QUALITY,positive
569,1430994:10,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,NULL,RESTAURANT#GENERAL,positive
570,1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,FOOD#QUALITY,positive
571,1431154:1,If you like spicy food get the chicken vindaloo.,chicken vindaloo,FOOD#QUALITY,positive
572,1431154:2,It's very spicy but not offensive.,NULL,FOOD#QUALITY,positive
573,1431154:3,We will definitely go back.,NULL,RESTAURANT#GENERAL,positive
574,1432551:0,Go to Volare for 1st class service and terrific food.,service,SERVICE#GENERAL,positive
575,1432551:0,Go to Volare for 1st class service and terrific food.,food,FOOD#QUALITY,positive
576,1432551:1,The portions are large and the servers always surprise us with a different starter.,portions,FOOD#STYLE_OPTIONS,positive
577,1432551:2,The wine list is excellent.,wine list,DRINKS#STYLE_OPTIONS,positive
578,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,food,FOOD#QUALITY,positive
579,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,selection of wines,DRINKS#STYLE_OPTIONS,positive
580,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,Chef's tasting menu,FOOD#QUALITY,positive
581,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service,SERVICE#GENERAL,positive
582,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,AMBIENCE#GENERAL,negative
583,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,RESTAURANT#MISCELLANEOUS,positive
584,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,FOOD#PRICES,negative
585,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,prixe fixe tasting menu,FOOD#QUALITY,positive
586,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,prixe fixe tasting menu,FOOD#PRICES,positive
587,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,NULL,SERVICE#GENERAL,positive
588,1439875:5,Please be aware that it's CASH or AMEX only!,NULL,RESTAURANT#MISCELLANEOUS,neutral
589,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food,FOOD#QUALITY,neutral
590,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,FOOD#QUALITY,negative
591,1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,menu,FOOD#STYLE_OPTIONS,negative
592,1448587:2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",grilled branzino,FOOD#QUALITY,negative
593,1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,AMBIENCE#GENERAL,neutral
594,1448587:4,Problem is nothing at Prune is particularly memorable.,Prune,RESTAURANT#GENERAL,negative
595,1448587:5,No plans to return anytime soon.,NULL,RESTAURANT#GENERAL,negative
596,1451107:0,This place is so much fun.,place,AMBIENCE#GENERAL,positive
597,1451107:1,Our family never expected such incredible entertainment in a restaurant.,entertainment,AMBIENCE#GENERAL,positive
598,1451107:4,Our food was great too!,food,FOOD#QUALITY,positive
599,1451107:5,And really large portions.,portions,FOOD#STYLE_OPTIONS,positive
600,1451107:6,The staff was the friendliest that have seen in New York.,staff,SERVICE#GENERAL,positive
601,1451107:7,We will go back every time we are in the City.,NULL,RESTAURANT#GENERAL,positive
602,1451109:0,If you want something really different than try Jekyll and Hyde.,Jekyll and Hyde,RESTAURANT#GENERAL,positive
603,1451109:1,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,NULL,AMBIENCE#GENERAL,positive
604,1451109:2,The food was pretty tradional but it was hot and good with large portions.,food,FOOD#QUALITY,positive
605,1451109:2,The food was pretty tradional but it was hot and good with large portions.,portions,FOOD#STYLE_OPTIONS,positive
606,1451109:3,I highly recommend it.,NULL,RESTAURANT#GENERAL,positive
607,1457607:0,The place is a lot of fun.,place,AMBIENCE#GENERAL,positive
608,1457607:1,My six year old loved it.,NULL,RESTAURANT#GENERAL,positive
609,1457607:2,The characters really make for an enjoyable experience.,characters,AMBIENCE#GENERAL,positive
610,1457607:3,"The food however, is what one might expect.",food,FOOD#QUALITY,negative
611,1457607:4,It is very overpriced and not very tasty.,NULL,FOOD#QUALITY,negative
612,1457607:4,It is very overpriced and not very tasty.,NULL,FOOD#PRICES,negative
613,1457607:5,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",Jeckll and Hydes,RESTAURANT#GENERAL,positive
614,1457607:6,We had a good time.,NULL,RESTAURANT#GENERAL,positive
615,1459569:0,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,NULL,SERVICE#GENERAL,negative
616,1459569:1,Service was slow had to wait to order and get food although not crowded.,Service,SERVICE#GENERAL,negative
617,1459569:2,Drinks way over priced.,Drinks,DRINKS#PRICES,negative
618,1459569:3,Food was good not great not worth the wait or another visit,Food,FOOD#QUALITY,neutral
619,1459569:3,Food was good not great not worth the wait or another visit,NULL,RESTAURANT#GENERAL,negative
620,1460715:0,Great pizza for lunch place.,pizza,FOOD#QUALITY,positive
621,1460715:1,Service was quick.,Service,SERVICE#GENERAL,positive
622,1460715:2,The pizza was great.,pizza,FOOD#QUALITY,positive
623,1460715:3,And it was quick which is very important.,NULL,SERVICE#GENERAL,positive
624,1460715:5,It was wonderful.,NULL,DRINKS#QUALITY,positive
625,1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",fish,FOOD#QUALITY,positive
626,1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,SERVICE#GENERAL,positive
627,1470286:1,Delivery is fast too.,Delivery,SERVICE#GENERAL,positive
628,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service,SERVICE#GENERAL,positive
629,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",seating,SERVICE#GENERAL,positive
630,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",Delivery,SERVICE#GENERAL,positive
631,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",sushi,FOOD#QUALITY,positive
632,1470286:3,A little overpriced but worth it once you take a bite.,NULL,FOOD#PRICES,negative
633,1470286:3,A little overpriced but worth it once you take a bite.,NULL,FOOD#QUALITY,positive
634,1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,FOOD#QUALITY,positive
635,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,FOOD#QUALITY,positive
636,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,FOOD#STYLE_OPTIONS,positive
637,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,salads,FOOD#QUALITY,positive
638,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses,FOOD#STYLE_OPTIONS,positive
639,1470334:4,The lox is always fresh too.,lox,FOOD#QUALITY,positive
640,1470334:5,Highly recommended to all!,NULL,RESTAURANT#GENERAL,positive
641,1471273:2,Not impressed with the food.,food,FOOD#QUALITY,negative
642,1471273:3,Prices too high for this cramped and unappealing resturant.,resturant,RESTAURANT#PRICES,negative
643,1471273:3,Prices too high for this cramped and unappealing resturant.,resturant,AMBIENCE#GENERAL,negative
644,1471273:4,Zero ambiance to boot.,ambiance,AMBIENCE#GENERAL,negative
645,1476493:0,I thought this place was totally overrated.,place,RESTAURANT#GENERAL,negative
646,1476493:1,Everything we had was good or ok....but definitely nothing great.,NULL,FOOD#QUALITY,neutral
647,1476493:2,"The ambience was nice, but service wasn't so great.",ambience,AMBIENCE#GENERAL,positive
648,1476493:2,"The ambience was nice, but service wasn't so great.",service,SERVICE#GENERAL,negative
